timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-04-17T17:45:56,NQueens_Baseline,ed9d5ee6-28e3-44bf-9e50-50dc56f04917,0.005076169967651367,1.500266406413379e-08,2.9555086137265795e-06,17.5,0.0,1.0415868759155273,2.2426247596740724e-08,0,1.1190880595298344e-09,2.354533565627056e-08,India,IND,gujarat,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.41,3.10.20,2.2.7,8,AMD Ryzen 5 3550H with Radeon Vega Mobile Gfx,,,72.5871,23.0276,2.7775650024414062,machine,N,1.0
